spend_id,campaign_id,spend_date,amount_usd,impressions,cpm,platform
SP-00732,CAMP-012,2025-08-31,993.02,85901,11.56,LinkedIn
SP-00506,CAMP-002,2025-08-27,1142.9,74456,15.35,TikTok
SP-00994,CAMP-026,2025-09-06,584.47,48746,11.99,Meta
SP-00385,CAMP-007,2025-07-13,1066.38,96330,11.07,Google Ads
SP-00908,CAMP-021,2025-09-13,537.81,42615,12.62,TikTok
SP-00155,CAMP-007,2025-09-22,816.11,62585,13.04,Google Ads
SP-01139,CAMP-035,2025-09-18,310.2,38438,8.07,Google Ads
SP-00191,CAMP-007,2025-07-27,950.89,133928,7.1,Google Ads
SP-00310,CAMP-007,2025-07-21,935.42,96039,9.74,Google Ads
SP-00752,CAMP-013,2025-08-21,610.42,68356,8.93,Google Ads
SP-00035,CAMP-007,2025-08-17,1423.14,136840,10.4,Google Ads
SP-00618,CAMP-006,2025-07-30,1131.53,102679,11.02,Google Ads
SP-01172,CAMP-037,2025-08-08,424.33,28670,14.8,YouTube
SP-00142,CAMP-007,2025-08-02,763.56,69731,10.95,Google Ads
SP-00768,CAMP-013,2025-08-09,859.21,80828,10.63,Google Ads
SP-00104,CAMP-007,2025-08-05,1134.64,91577,12.39,Google Ads
SP-00479,CAMP-001,2025-07-15,1053.97,85898,12.27,TikTok
SP-00037,CAMP-007,2025-09-26,385.65,33303,11.58,Google Ads
SP-01138,CAMP-035,2025-09-23,556.26,41573,13.38,Google Ads
SP-00406,CAMP-007,2025-07-17,1108.97,153809,7.21,Google Ads
SP-01133,CAMP-035,2025-07-04,1260.38,113343,11.12,Google Ads
SP-01024,CAMP-029,2025-08-29,1012.47,88502,11.44,Meta
SP-00145,CAMP-007,2025-08-09,916.12,61361,14.93,Google Ads
SP-00550,CAMP-003,2025-09-13,963.79,85215,11.31,Google Ads
SP-01105,CAMP-034,2025-08-11,586.54,73225,8.01,Google Ads
SP-00034,CAMP-007,2025-08-06,740.55,75030,9.87,Google Ads
SP-00525,CAMP-003,2025-09-11,995.15,72374,13.75,Meta
SP-00631,CAMP-006,2025-09-15,1124.71,80856,13.91,Google Ads
SP-01112,CAMP-034,2025-08-13,546.87,63737,8.58,Meta
SP-00412,CAMP-007,2025-09-26,1145.11,81502,14.05,Google Ads
SP-00522,CAMP-002,2025-08-01,1017.13,70830,14.36,Meta
SP-00759,CAMP-013,2025-09-15,846.27,80828,10.47,Google Ads
SP-01096,CAMP-032,2025-08-14,1046.29,113850,9.19,TikTok
SP-00754,CAMP-013,2025-07-27,730.61,82368,8.87,Google Ads
SP-00801,CAMP-015,2025-08-31,944.43,87124,10.84,YouTube
SP-00568,CAMP-005,2025-08-15,761.74,63214,12.05,YouTube
SP-01182,CAMP-038,2025-09-05,898.45,66898,13.43,Meta
SP-00553,CAMP-004,2025-07-09,1520.06,167407,9.08,Google Ads
SP-00274,CAMP-007,2025-09-11,1226.4,93333,13.14,Google Ads
SP-00584,CAMP-005,2025-09-11,1303.37,110736,11.77,TikTok
SP-00658,CAMP-008,2025-09-25,1339.93,102676,13.05,LinkedIn
SP-00922,CAMP-023,2025-07-01,736.86,118466,6.22,Meta
SP-01090,CAMP-032,2025-08-22,1044.06,89927,11.61,LinkedIn
SP-00445,CAMP-001,2025-08-22,923.4,107247,8.61,LinkedIn
SP-00632,CAMP-006,2025-07-22,456.85,54001,8.46,Google Ads
SP-00816,CAMP-017,2025-09-23,406.48,37917,10.72,Google Ads
SP-00926,CAMP-023,2025-07-25,500.35,44317,11.29,LinkedIn
SP-01029,CAMP-029,2025-09-29,1212.9,127138,9.54,Meta
SP-00848,CAMP-018,2025-08-02,637.86,48580,13.13,Google Ads
SP-01190,CAMP-039,2025-09-09,963.97,114621,8.41,Google Ads
SP-00877,CAMP-020,2025-07-31,1101.44,134158,8.21,Meta
SP-00320,CAMP-007,2025-08-21,1170.58,88949,13.16,Google Ads
SP-01159,CAMP-036,2025-08-26,893.76,94577,9.45,Meta
SP-00652,CAMP-008,2025-07-13,582.22,52357,11.12,TikTok
SP-01067,CAMP-031,2025-07-03,1410.04,127836,11.03,TikTok
SP-01116,CAMP-034,2025-09-03,1024.21,93964,10.9,Google Ads
SP-00160,CAMP-007,2025-08-31,1005.15,125958,7.98,Google Ads
SP-00644,CAMP-008,2025-08-12,787.38,65018,12.11,TikTok
SP-01050,CAMP-030,2025-09-09,946.31,123862,7.64,Google Ads
SP-00791,CAMP-014,2025-09-13,1003.94,90936,11.04,Meta
SP-00473,CAMP-001,2025-07-26,728.59,75267,9.68,Meta
SP-00817,CAMP-017,2025-09-19,905.94,123931,7.31,Google Ads
SP-00429,CAMP-007,2025-07-27,557.6,40318,13.83,Google Ads
SP-00146,CAMP-007,2025-07-01,1414.64,134471,10.52,Google Ads
SP-00519,CAMP-002,2025-08-03,1149.72,153091,7.51,Meta
SP-01119,CAMP-035,2025-07-07,1383.49,136304,10.15,Google Ads
SP-00176,CAMP-007,2025-07-16,1344.59,120916,11.12,Google Ads
SP-00706,CAMP-011,2025-07-21,844.44,99229,8.51,LinkedIn
SP-00346,CAMP-007,2025-09-30,773.64,74103,10.44,Google Ads
SP-00066,CAMP-007,2025-09-19,1043.52,92428,11.29,Google Ads
SP-00402,CAMP-007,2025-08-22,1137.66,169546,6.71,Google Ads
SP-00906,CAMP-021,2025-09-15,556.4,45907,12.12,TikTok
SP-00292,CAMP-007,2025-07-14,1265.71,114751,11.03,Google Ads
SP-00321,CAMP-007,2025-09-08,884.37,81734,10.82,Google Ads
SP-00045,CAMP-007,2025-08-14,523.83,45990,11.39,Google Ads
SP-01188,CAMP-039,2025-09-04,718.23,49092,14.63,Google Ads
SP-00633,CAMP-006,2025-08-03,1543.77,116687,13.23,Google Ads
SP-00866,CAMP-019,2025-09-19,1074.03,81242,13.22,Meta
SP-00815,CAMP-017,2025-09-08,1110.73,100155,11.09,Meta
SP-00770,CAMP-013,2025-09-20,1263.25,84838,14.89,Google Ads
SP-00887,CAMP-020,2025-08-07,957.86,110098,8.7,Meta
SP-00941,CAMP-023,2025-09-01,743.46,53563,13.88,TikTok
SP-01031,CAMP-029,2025-09-01,671.19,60196,11.15,Meta
SP-00523,CAMP-003,2025-09-26,704.01,62082,11.34,Meta
SP-00108,CAMP-007,2025-09-14,873.32,68495,12.75,Google Ads
SP-00164,CAMP-007,2025-07-03,799.25,101945,7.84,Google Ads
SP-00073,CAMP-007,2025-08-16,891.91,159554,5.59,Google Ads
SP-00368,CAMP-007,2025-08-30,1118.51,110963,10.08,Google Ads
SP-00281,CAMP-007,2025-07-21,1071.84,126396,8.48,Google Ads
SP-01085,CAMP-032,2025-08-28,706.59,57260,12.34,Meta
SP-00901,CAMP-021,2025-09-03,694.0,75599,9.18,TikTok
SP-00547,CAMP-003,2025-09-22,933.61,90906,10.27,Meta
SP-00889,CAMP-021,2025-09-01,813.36,71788,11.33,TikTok
SP-00413,CAMP-007,2025-08-16,648.07,74490,8.7,Google Ads
SP-00260,CAMP-007,2025-09-02,1515.45,134706,11.25,Google Ads
SP-00615,CAMP-006,2025-07-20,1219.35,125447,9.72,Google Ads
SP-00982,CAMP-025,2025-07-01,1156.11,123516,9.36,Meta
SP-00755,CAMP-013,2025-08-30,1111.29,135029,8.23,Google Ads
SP-00030,CAMP-007,2025-09-10,1227.38,110974,11.06,Google Ads
SP-00380,CAMP-007,2025-09-27,1160.25,85564,13.56,Google Ads
SP-00131,CAMP-007,2025-08-22,920.64,73182,12.58,Google Ads
SP-00157,CAMP-007,2025-07-14,847.61,57739,14.68,Google Ads
SP-00597,CAMP-005,2025-09-20,1115.95,123856,9.01,TikTok
SP-01082,CAMP-032,2025-08-26,967.81,88953,10.88,LinkedIn
SP-00869,CAMP-019,2025-09-19,639.32,66944,9.55,Meta
SP-00192,CAMP-007,2025-09-20,1125.71,79387,14.18,Google Ads
SP-00977,CAMP-025,2025-07-18,876.03,71629,12.23,Meta
SP-00010,CAMP-007,2025-07-02,1004.66,85648,11.73,Google Ads
SP-00153,CAMP-007,2025-09-20,925.46,94338,9.81,Google Ads
SP-00760,CAMP-013,2025-08-05,1007.56,144143,6.99,Google Ads
SP-00685,CAMP-009,2025-09-30,964.07,66077,14.59,Meta
SP-00289,CAMP-007,2025-08-13,592.09,57096,10.37,Google Ads
SP-00096,CAMP-007,2025-09-06,1216.36,75550,16.1,Google Ads
SP-00404,CAMP-007,2025-08-28,1615.25,108115,14.94,Google Ads
SP-00929,CAMP-023,2025-07-16,1412.61,169989,8.31,TikTok
SP-00197,CAMP-007,2025-08-26,866.57,65748,13.18,Google Ads
SP-01032,CAMP-029,2025-07-11,1358.93,161393,8.42,Meta
SP-01148,CAMP-035,2025-08-01,850.0,60113,14.14,Google Ads
SP-00130,CAMP-007,2025-09-01,994.12,72194,13.77,Google Ads
SP-00665,CAMP-008,2025-09-01,1123.18,135649,8.28,TikTok
SP-00202,CAMP-007,2025-07-26,1290.13,113667,11.35,Google Ads
SP-00229,CAMP-007,2025-08-16,977.89,79827,12.25,Google Ads
SP-00605,CAMP-006,2025-09-25,805.82,65460,12.31,Google Ads
SP-01044,CAMP-029,2025-07-29,1101.67,117699,9.36,Google Ads
SP-00357,CAMP-007,2025-08-11,506.46,51157,9.9,Google Ads
SP-00575,CAMP-005,2025-08-20,713.45,52575,13.57,YouTube
SP-00338,CAMP-007,2025-07-24,1078.4,171174,6.3,Google Ads
SP-00486,CAMP-001,2025-07-29,459.68,45155,10.18,Meta
SP-01008,CAMP-028,2025-08-10,1205.7,121175,9.95,TikTok
SP-00011,CAMP-007,2025-09-13,572.82,43101,13.29,Google Ads
SP-00489,CAMP-002,2025-08-02,327.32,26851,12.19,Meta
SP-00300,CAMP-007,2025-08-12,732.4,67316,10.88,Google Ads
SP-00150,CAMP-007,2025-07-11,1169.34,156328,7.48,Google Ads
SP-00872,CAMP-019,2025-09-03,1200.97,102647,11.7,Meta
SP-00464,CAMP-001,2025-08-25,888.21,119222,7.45,TikTok
SP-01152,CAMP-036,2025-09-20,1448.19,102345,14.15,LinkedIn
SP-00002,CAMP-007,2025-07-20,1075.05,91028,11.81,Google Ads
SP-00622,CAMP-006,2025-07-23,1056.52,209626,5.04,Google Ads
SP-00064,CAMP-007,2025-07-08,885.39,74527,11.88,Google Ads
SP-00680,CAMP-009,2025-08-16,1303.04,87983,14.81,Meta
SP-00572,CAMP-005,2025-07-22,885.42,93893,9.43,YouTube
SP-00344,CAMP-007,2025-08-31,1108.03,99732,11.11,Google Ads
SP-00340,CAMP-007,2025-09-16,1667.02,157712,10.57,Google Ads
SP-00992,CAMP-026,2025-09-22,1051.75,70587,14.9,TikTok
SP-00828,CAMP-017,2025-09-08,422.39,38822,10.88,Google Ads
SP-00672,CAMP-008,2025-09-18,937.45,98991,9.47,Meta
SP-00748,CAMP-013,2025-09-11,1217.57,129666,9.39,Google Ads
SP-00718,CAMP-011,2025-07-04,1179.67,145279,8.12,TikTok
SP-00528,CAMP-003,2025-08-09,719.59,82806,8.69,Meta
SP-00602,CAMP-006,2025-09-27,837.86,72104,11.62,Google Ads
SP-00809,CAMP-016,2025-09-17,1225.32,140679,8.71,Google Ads
SP-00107,CAMP-007,2025-07-05,1389.19,130808,10.62,Google Ads
SP-00257,CAMP-007,2025-09-05,1129.41,70324,16.06,Google Ads
SP-00188,CAMP-007,2025-08-10,1025.14,110467,9.28,Google Ads
SP-00733,CAMP-012,2025-08-31,642.37,54300,11.83,TikTok
SP-01198,CAMP-040,2025-08-28,1580.81,160163,9.87,Meta
SP-00270,CAMP-007,2025-08-25,886.32,123615,7.17,Google Ads
SP-00193,CAMP-007,2025-09-13,1059.12,79933,13.25,Google Ads
SP-00052,CAMP-007,2025-08-05,816.48,72190,11.31,Google Ads
SP-00860,CAMP-019,2025-09-02,817.74,67082,12.19,LinkedIn
SP-00139,CAMP-007,2025-07-01,956.69,96149,9.95,Google Ads
SP-00647,CAMP-008,2025-08-16,1297.08,149261,8.69,LinkedIn
SP-00534,CAMP-003,2025-07-14,1147.72,104623,10.97,Meta
SP-01026,CAMP-029,2025-09-02,1064.51,111818,9.52,Meta
SP-00435,CAMP-007,2025-08-16,646.23,59505,10.86,Google Ads
SP-00630,CAMP-006,2025-08-09,892.12,76054,11.73,Google Ads
SP-00727,CAMP-012,2025-08-05,852.25,71798,11.87,LinkedIn
SP-01095,CAMP-032,2025-08-07,868.53,108160,8.03,Meta
SP-00804,CAMP-015,2025-08-03,1062.57,82242,12.92,YouTube
SP-00273,CAMP-007,2025-08-16,1498.22,209541,7.15,Google Ads
SP-00469,CAMP-001,2025-07-24,427.26,32840,13.01,TikTok
SP-00141,CAMP-007,2025-09-08,571.16,78998,7.23,Google Ads
SP-00159,CAMP-007,2025-09-30,655.29,54607,12.0,Google Ads
SP-00938,CAMP-023,2025-07-19,896.57,84902,10.56,TikTok
SP-01179,CAMP-038,2025-08-16,829.57,64759,12.81,Google Ads
SP-00252,CAMP-007,2025-07-12,1060.89,100273,10.58,Google Ads
SP-00564,CAMP-005,2025-09-02,900.68,96226,9.36,TikTok
SP-00965,CAMP-024,2025-09-17,1039.67,136618,7.61,Google Ads
SP-00282,CAMP-007,2025-07-01,574.52,52515,10.94,Google Ads
SP-00063,CAMP-007,2025-07-16,1352.85,108662,12.45,Google Ads
SP-00746,CAMP-013,2025-08-14,616.81,48721,12.66,Google Ads
SP-00827,CAMP-017,2025-09-04,1120.52,110723,10.12,Google Ads
SP-00554,CAMP-004,2025-07-26,410.72,31764,12.93,Google Ads
SP-00103,CAMP-007,2025-08-05,1038.87,63656,16.32,Google Ads
SP-00742,CAMP-013,2025-08-23,972.26,119003,8.17,Google Ads
SP-00895,CAMP-021,2025-09-06,1084.45,112145,9.67,TikTok
SP-00616,CAMP-006,2025-07-01,1738.62,154269,11.27,Google Ads
SP-01046,CAMP-030,2025-08-09,1185.46,94158,12.59,Google Ads
SP-01033,CAMP-029,2025-08-17,1015.86,88258,11.51,Meta
SP-00601,CAMP-006,2025-07-08,796.83,53622,14.86,Google Ads
SP-01070,CAMP-031,2025-09-18,345.6,30967,11.16,TikTok
SP-00230,CAMP-007,2025-08-23,745.17,133304,5.59,Google Ads
SP-00958,CAMP-024,2025-08-30,1181.53,90747,13.02,Google Ads
SP-00312,CAMP-007,2025-08-16,924.48,68530,13.49,Google Ads
SP-00842,CAMP-018,2025-09-18,693.65,66187,10.48,Google Ads
SP-00450,CAMP-001,2025-08-30,1046.01,99430,10.52,TikTok
SP-00966,CAMP-024,2025-08-04,1323.94,98434,13.45,Google Ads
SP-00453,CAMP-001,2025-08-05,829.7,56557,14.67,LinkedIn
SP-00026,CAMP-007,2025-09-09,951.64,81685,11.65,Google Ads
SP-00031,CAMP-007,2025-07-18,1096.76,103565,10.59,Google Ads
SP-00213,CAMP-007,2025-09-06,1264.93,102257,12.37,Google Ads
SP-00608,CAMP-006,2025-09-15,1251.11,223412,5.6,Google Ads
SP-00081,CAMP-007,2025-07-28,1464.39,107675,13.6,Google Ads
SP-00888,CAMP-020,2025-08-09,790.61,75010,10.54,Google Ads
SP-00824,CAMP-017,2025-09-25,1073.6,99499,10.79,Google Ads
SP-00540,CAMP-003,2025-09-24,969.63,78767,12.31,Google Ads
SP-01069,CAMP-031,2025-08-15,984.3,60460,16.28,TikTok
SP-00697,CAMP-010,2025-09-29,930.2,117896,7.89,Google Ads
SP-00329,CAMP-007,2025-08-09,1159.4,91291,12.7,Google Ads
SP-00169,CAMP-007,2025-07-06,1119.23,118940,9.41,Google Ads
SP-00424,CAMP-007,2025-07-23,951.62,91151,10.44,Google Ads
SP-00651,CAMP-008,2025-09-24,347.23,28299,12.27,LinkedIn
SP-00654,CAMP-008,2025-08-16,732.06,62462,11.72,TikTok
SP-00500,CAMP-002,2025-08-13,596.47,59527,10.02,Meta
SP-00670,CAMP-008,2025-07-23,1146.85,131973,8.69,LinkedIn
SP-01109,CAMP-034,2025-09-15,1185.51,141807,8.36,Google Ads
SP-00199,CAMP-007,2025-09-14,778.14,76438,10.18,Google Ads
SP-00762,CAMP-013,2025-09-18,1084.96,82632,13.13,Google Ads
SP-00812,CAMP-017,2025-09-10,1386.63,193393,7.17,Google Ads
SP-00573,CAMP-005,2025-09-04,1007.9,108493,9.29,TikTok
SP-00132,CAMP-007,2025-07-24,825.42,84571,9.76,Google Ads
SP-00776,CAMP-014,2025-09-01,1020.63,89844,11.36,Google Ads
SP-00512,CAMP-002,2025-08-20,1172.99,111500,10.52,LinkedIn
SP-01015,CAMP-028,2025-08-07,660.41,71705,9.21,Meta
SP-00902,CAMP-021,2025-09-30,873.37,68769,12.7,YouTube
SP-00023,CAMP-007,2025-08-19,1022.24,91845,11.13,Google Ads
SP-00016,CAMP-007,2025-08-05,1040.31,79900,13.02,Google Ads
SP-00709,CAMP-011,2025-09-08,900.65,77709,11.59,TikTok
SP-00880,CAMP-020,2025-08-15,1444.42,109260,13.22,Meta
SP-00536,CAMP-003,2025-07-08,1145.21,99756,11.48,Google Ads
SP-00354,CAMP-007,2025-07-18,1297.31,117297,11.06,Google Ads
SP-01136,CAMP-035,2025-07-09,916.82,93172,9.84,Google Ads
SP-00642,CAMP-008,2025-09-15,620.3,101356,6.12,TikTok
SP-00420,CAMP-007,2025-08-27,818.74,89382,9.16,Google Ads
SP-00400,CAMP-007,2025-07-22,916.99,79187,11.58,Google Ads
SP-01039,CAMP-029,2025-07-14,752.43,82866,9.08,Meta
SP-00771,CAMP-013,2025-08-10,1199.39,88060,13.62,Google Ads
SP-00488,CAMP-001,2025-07-20,530.69,48156,11.02,LinkedIn
SP-00728,CAMP-012,2025-08-06,1234.94,108328,11.4,LinkedIn
SP-00712,CAMP-011,2025-08-26,658.1,56635,11.62,LinkedIn
SP-00743,CAMP-013,2025-07-06,461.23,46030,10.02,Google Ads
SP-01145,CAMP-035,2025-08-29,1248.31,125837,9.92,Google Ads
SP-00422,CAMP-007,2025-07-07,721.43,44948,16.05,Google Ads
SP-00430,CAMP-007,2025-08-02,702.63,52750,13.32,Google Ads
SP-01162,CAMP-036,2025-07-31,710.92,99988,7.11,Meta
SP-00238,CAMP-007,2025-08-15,1044.16,74053,14.1,Google Ads
SP-00313,CAMP-007,2025-08-12,915.46,86039,10.64,Google Ads
SP-00154,CAMP-007,2025-07-19,640.73,126127,5.08,Google Ads
SP-00970,CAMP-024,2025-09-28,600.71,41629,14.43,Google Ads
SP-00284,CAMP-007,2025-08-31,1436.97,130278,11.03,Google Ads
SP-00341,CAMP-007,2025-09-27,885.86,78533,11.28,Google Ads
SP-00934,CAMP-023,2025-09-26,671.21,45629,14.71,TikTok
SP-00441,CAMP-001,2025-09-10,1045.97,77709,13.46,LinkedIn
SP-00524,CAMP-003,2025-07-25,983.68,67980,14.47,Google Ads
SP-00463,CAMP-001,2025-08-05,552.5,42111,13.12,Meta
SP-00883,CAMP-020,2025-08-15,816.04,62056,13.15,Google Ads
SP-00996,CAMP-026,2025-09-11,910.77,113704,8.01,LinkedIn
SP-00779,CAMP-014,2025-09-07,837.17,63039,13.28,Google Ads
SP-00716,CAMP-011,2025-09-01,1385.18,167494,8.27,LinkedIn
SP-00204,CAMP-007,2025-09-24,1636.06,114891,14.24,Google Ads
SP-00135,CAMP-007,2025-08-01,922.99,73021,12.64,Google Ads
SP-00382,CAMP-007,2025-08-10,941.11,60288,15.61,Google Ads
SP-00683,CAMP-009,2025-08-21,771.32,61361,12.57,Meta
SP-00196,CAMP-007,2025-07-08,1348.79,184512,7.31,Google Ads
SP-00306,CAMP-007,2025-09-25,807.37,61071,13.22,Google Ads
SP-00850,CAMP-018,2025-09-21,883.74,67255,13.14,Google Ads
SP-00629,CAMP-006,2025-07-16,739.28,147856,5.0,Google Ads
SP-00503,CAMP-002,2025-08-21,409.12,31714,12.9,TikTok
SP-00116,CAMP-007,2025-07-28,1284.99,132746,9.68,Google Ads
SP-00223,CAMP-007,2025-08-02,1377.75,179628,7.67,Google Ads
SP-00607,CAMP-006,2025-07-26,645.37,66739,9.67,Google Ads
SP-00520,CAMP-002,2025-08-11,791.58,99444,7.96,Meta
SP-01169,CAMP-037,2025-08-16,1101.64,110495,9.97,TikTok
SP-00307,CAMP-007,2025-08-26,844.06,72080,11.71,Google Ads
SP-00829,CAMP-018,2025-09-07,1229.05,91175,13.48,Google Ads
SP-01150,CAMP-036,2025-07-14,806.54,82892,9.73,LinkedIn
SP-01075,CAMP-031,2025-07-29,974.09,139754,6.97,TikTok
SP-00240,CAMP-007,2025-08-22,1237.79,97540,12.69,Google Ads
SP-00839,CAMP-018,2025-07-29,1487.53,127575,11.66,Google Ads
SP-00366,CAMP-007,2025-08-13,1374.02,131234,10.47,Google Ads
SP-00677,CAMP-009,2025-09-21,1153.57,91335,12.63,Google Ads
SP-00060,CAMP-007,2025-07-15,256.17,24560,10.43,Google Ads
SP-00269,CAMP-007,2025-08-09,980.25,173495,5.65,Google Ads
SP-00323,CAMP-007,2025-09-04,762.72,58445,13.05,Google Ads
SP-00136,CAMP-007,2025-09-10,990.25,107988,9.17,Google Ads
SP-01151,CAMP-036,2025-07-21,863.9,110050,7.85,TikTok
SP-00610,CAMP-006,2025-09-25,1035.02,102680,10.08,Google Ads
SP-01083,CAMP-032,2025-08-22,748.58,73390,10.2,TikTok
SP-00537,CAMP-003,2025-09-26,929.86,108249,8.59,Meta
SP-00543,CAMP-003,2025-09-12,839.58,84042,9.99,Meta
SP-00343,CAMP-007,2025-07-25,915.01,82582,11.08,Google Ads
SP-00551,CAMP-003,2025-08-03,990.08,80233,12.34,Meta
SP-00603,CAMP-006,2025-08-07,1143.54,91191,12.54,Google Ads
SP-00059,CAMP-007,2025-08-19,1099.26,124210,8.85,Google Ads
SP-00502,CAMP-002,2025-08-21,785.27,70050,11.21,LinkedIn
SP-00720,CAMP-011,2025-08-07,1091.87,103396,10.56,TikTok
SP-00008,CAMP-007,2025-08-31,1066.4,97210,10.97,Google Ads
SP-00180,CAMP-007,2025-09-12,836.94,69455,12.05,Google Ads
SP-01022,CAMP-029,2025-07-08,978.78,149204,6.56,Meta
SP-01011,CAMP-028,2025-08-16,988.35,67464,14.65,Meta
SP-00590,CAMP-005,2025-09-19,995.51,100760,9.88,TikTok
SP-00885,CAMP-020,2025-07-10,1030.77,131308,7.85,Google Ads
SP-01036,CAMP-029,2025-08-11,1173.11,104648,11.21,Meta
SP-01030,CAMP-029,2025-08-14,824.1,84436,9.76,Meta
SP-00826,CAMP-017,2025-09-09,1151.65,115976,9.93,Google Ads
SP-00494,CAMP-002,2025-08-09,771.3,68499,11.26,Meta
SP-00398,CAMP-007,2025-09-02,928.91,100749,9.22,Google Ads
SP-00101,CAMP-007,2025-09-07,842.39,63337,13.3,Google Ads
SP-00841,CAMP-018,2025-09-13,908.39,82505,11.01,Google Ads
SP-00943,CAMP-024,2025-09-14,726.39,90912,7.99,Google Ads
SP-00287,CAMP-007,2025-09-23,1218.87,103294,11.8,Google Ads
SP-00075,CAMP-007,2025-08-03,1595.25,143975,11.08,Google Ads
SP-00937,CAMP-023,2025-08-17,1121.92,97558,11.5,LinkedIn
SP-00490,CAMP-002,2025-08-21,1016.06,66452,15.29,LinkedIn
SP-00669,CAMP-008,2025-08-10,918.3,45823,20.04,Meta
SP-00679,CAMP-009,2025-08-18,1442.11,107379,13.43,Meta
SP-00258,CAMP-007,2025-08-15,1342.72,118093,11.37,Google Ads
SP-00086,CAMP-007,2025-07-02,975.68,147161,6.63,Google Ads
SP-00126,CAMP-007,2025-07-17,859.53,102203,8.41,Google Ads
SP-00657,CAMP-008,2025-09-25,1211.66,111263,10.89,TikTok
SP-00483,CAMP-001,2025-08-04,1061.04,104125,10.19,LinkedIn
SP-00882,CAMP-020,2025-07-17,861.0,64014,13.45,Meta
SP-00701,CAMP-011,2025-08-12,672.85,55607,12.1,LinkedIn
SP-01098,CAMP-032,2025-08-31,771.09,66187,11.65,TikTok
SP-00237,CAMP-007,2025-08-31,554.99,45305,12.25,Google Ads
SP-00656,CAMP-008,2025-07-11,600.28,62529,9.6,TikTok
SP-00115,CAMP-007,2025-09-02,1018.12,106833,9.53,Google Ads
SP-01014,CAMP-028,2025-08-05,839.47,62321,13.47,TikTok
SP-00863,CAMP-019,2025-09-05,1210.7,122789,9.86,Meta
SP-00993,CAMP-026,2025-09-04,937.55,107026,8.76,TikTok
SP-00209,CAMP-007,2025-07-29,1219.86,108625,11.23,Google Ads
SP-01117,CAMP-034,2025-08-28,1111.08,163876,6.78,Google Ads
SP-00858,CAMP-019,2025-09-28,1109.75,103328,10.74,LinkedIn
SP-00956,CAMP-024,2025-08-18,1118.68,80480,13.9,Google Ads
SP-00333,CAMP-007,2025-07-06,1427.98,128531,11.11,Google Ads
SP-00505,CAMP-002,2025-08-31,862.05,65855,13.09,Meta
SP-00675,CAMP-009,2025-09-01,746.4,66346,11.25,Google Ads
SP-01171,CAMP-037,2025-08-23,788.83,45257,17.43,YouTube
SP-01077,CAMP-031,2025-08-13,658.52,47753,13.79,TikTok
SP-00470,CAMP-001,2025-07-10,758.32,67466,11.24,LinkedIn
SP-00539,CAMP-003,2025-09-05,815.33,74323,10.97,Google Ads
SP-01176,CAMP-038,2025-09-08,688.92,73445,9.38,Google Ads
SP-00018,CAMP-007,2025-09-18,534.27,72987,7.32,Google Ads
SP-00736,CAMP-012,2025-08-17,596.53,53166,11.22,TikTok
SP-00545,CAMP-003,2025-08-01,659.67,110128,5.99,Google Ads
SP-00959,CAMP-024,2025-07-21,1073.1,214619,5.0,Google Ads
SP-00501,CAMP-002,2025-08-10,645.45,57526,11.22,Meta
SP-00050,CAMP-007,2025-08-13,876.25,71066,12.33,Google Ads
SP-00347,CAMP-007,2025-08-17,934.35,80616,11.59,Google Ads
SP-00980,CAMP-025,2025-07-25,679.82,65241,10.42,Meta
SP-00242,CAMP-007,2025-07-21,1012.48,91132,11.11,Google Ads
SP-00144,CAMP-007,2025-08-31,1050.19,88773,11.83,Google Ads
SP-00165,CAMP-007,2025-09-02,608.9,42789,14.23,Google Ads
SP-00864,CAMP-019,2025-09-15,1243.29,108679,11.44,TikTok
SP-00582,CAMP-005,2025-09-01,891.54,112284,7.94,YouTube
SP-00765,CAMP-013,2025-07-21,1108.56,93628,11.84,Google Ads
SP-01199,CAMP-040,2025-07-02,644.76,65127,9.9,TikTok
SP-01120,CAMP-035,2025-09-22,1071.15,157522,6.8,Google Ads
SP-00152,CAMP-007,2025-08-16,1128.38,110085,10.25,Google Ads
SP-00245,CAMP-007,2025-08-18,1091.48,115013,9.49,Google Ads
SP-00735,CAMP-012,2025-08-16,1450.97,182741,7.94,TikTok
SP-00301,CAMP-007,2025-07-06,1206.86,153936,7.84,Google Ads
SP-00317,CAMP-007,2025-09-14,856.48,85991,9.96,Google Ads
SP-00458,CAMP-001,2025-09-04,932.76,88834,10.5,TikTok
SP-01073,CAMP-031,2025-07-28,695.48,65549,10.61,YouTube
SP-00033,CAMP-007,2025-09-06,1237.65,176554,7.01,Google Ads
SP-00110,CAMP-007,2025-07-25,914.95,87807,10.42,Google Ads
SP-00271,CAMP-007,2025-07-01,1157.12,118678,9.75,Google Ads
SP-01060,CAMP-030,2025-09-04,841.19,89774,9.37,Google Ads
SP-00425,CAMP-007,2025-08-13,708.34,77077,9.19,Google Ads
SP-00586,CAMP-005,2025-09-06,826.42,98735,8.37,TikTok
SP-00418,CAMP-007,2025-08-23,1214.25,85270,14.24,Google Ads
SP-00838,CAMP-018,2025-09-22,1120.5,122727,9.13,Google Ads
SP-00634,CAMP-006,2025-07-06,1203.91,130717,9.21,Google Ads
SP-00663,CAMP-008,2025-08-16,799.92,89276,8.96,Meta
SP-00079,CAMP-007,2025-07-01,883.14,116972,7.55,Google Ads
SP-00207,CAMP-007,2025-09-30,877.24,75170,11.67,Google Ads
