response_id,order_id,customer_id,response_date,satisfaction_score,complaint_category,free_text_comment
CSAT-00612,ORD-01500,CUST-00939,2025-07-11,4,Delivery Speed,Not worth the price. Feels cheaply made.
CSAT-00613,ORD-01623,CUST-00034,2025-05-08,6,Delivery Speed,Wrong color sent. Had to return.
CSAT-00614,ORD-02983,CUST-01318,2025-05-18,7,None,"Great product, arrived on time!"
CSAT-00615,ORD-00119,CUST-01135,2025-06-10,8,None,Exactly what I needed. Would buy again.
CSAT-00616,ORD-02608,CUST-00257,2025-05-09,6,Delivery Speed,Wrong color sent. Had to return.
CSAT-00617,ORD-00101,CUST-00265,2025-07-01,1,Delivery Speed,Worst delivery experience I've ever had.
CSAT-00618,ORD-02842,CUST-01110,2025-05-20,5,Packaging,Product quality was not what I expected.
CSAT-00619,ORD-02242,CUST-01605,2025-04-12,8,None,
CSAT-00620,ORD-00133,CUST-00533,2025-04-20,6,Packaging,Wrong color sent. Had to return.
CSAT-00621,ORD-00864,CUST-01043,2025-04-27,7,Packaging,Happy customer. Will order again.
CSAT-00622,ORD-00464,CUST-01037,2025-05-01,10,None,Excellent value for the money.
CSAT-00623,ORD-02567,CUST-01100,2025-07-01,6,None,
CSAT-00624,ORD-02154,CUST-00619,2025-07-15,1,Delivery Speed,Worst delivery experience I've ever had.
CSAT-00625,ORD-01644,CUST-01700,2025-06-20,8,None,Love it! Shipping was quick.
CSAT-00626,ORD-01711,CUST-00920,2025-04-20,10,None,
CSAT-00627,ORD-02973,CUST-00344,2025-06-27,7,None,Very happy with my purchase.
CSAT-00628,ORD-00821,CUST-00864,2025-05-16,1,Delivery Speed,I had to rearrange my schedule three times for this delivery.
CSAT-00629,ORD-02174,CUST-00815,2025-05-21,8,None,
CSAT-00630,ORD-02812,CUST-01519,2025-06-12,4,Delivery Speed,The item broke within a week of use.
CSAT-00631,ORD-00597,CUST-00995,2025-05-02,8,None,Fast shipping and good quality.
CSAT-00632,ORD-00639,CUST-00124,2025-05-24,7,None,Happy customer. Will order again.
CSAT-00633,ORD-02711,CUST-00494,2025-06-21,7,None,Good experience overall.
CSAT-00634,ORD-00384,CUST-01275,2025-06-10,6,Packaging,Wrong color sent. Had to return.
CSAT-00635,ORD-02150,CUST-00754,2025-04-29,8,None,Good experience overall.
CSAT-00636,ORD-02795,CUST-00209,2025-05-15,6,Delivery Speed,
CSAT-00637,ORD-01121,CUST-01688,2025-04-28,7,None,Smooth ordering process and fast delivery.
CSAT-00638,ORD-00274,CUST-00305,2025-05-07,10,None,Smooth ordering process and fast delivery.
CSAT-00639,ORD-02859,CUST-01597,2025-05-26,6,None,The item broke within a week of use.
CSAT-00640,ORD-00640,CUST-00652,2025-05-12,3,Delivery Speed,Delivery was 2 weeks late and the item was damaged.
CSAT-00641,ORD-00714,CUST-01612,2025-07-03,7,Packaging,Good experience overall.
CSAT-00642,ORD-02478,CUST-01659,2025-05-05,5,None,Packaging was minimal — item rattled around in the box.
CSAT-00643,ORD-02658,CUST-01315,2025-04-15,7,None,Excellent value for the money.
CSAT-00644,ORD-01602,CUST-00290,2025-05-22,7,None,Exactly what I needed. Would buy again.
CSAT-00645,ORD-01228,CUST-01179,2025-06-20,6,Customer Service,Wrong color sent. Had to return.
CSAT-00646,ORD-00086,CUST-01077,2025-04-19,7,None,Exactly what I needed. Would buy again.
CSAT-00647,ORD-02141,CUST-00405,2025-07-05,7,None,
CSAT-00648,ORD-00388,CUST-00937,2025-04-12,8,None,Smooth ordering process and fast delivery.
CSAT-00649,ORD-01270,CUST-01181,2025-06-28,3,Delivery Speed,Extremely slow shipping. Will think twice before ordering again.
CSAT-00650,ORD-00623,CUST-01393,2025-05-15,1,Delivery Speed,Late delivery and damaged packaging. Very disappointed.
CSAT-00651,ORD-01091,CUST-01564,2025-06-07,6,Delivery Speed,The item broke within a week of use.
CSAT-00652,ORD-02590,CUST-01346,2025-05-13,9,Packaging,Fast shipping and good quality.
CSAT-00653,ORD-01564,CUST-00195,2025-04-27,7,None,
CSAT-00654,ORD-00282,CUST-00855,2025-04-18,7,None,Love it! Shipping was quick.
CSAT-00655,ORD-01939,CUST-00711,2025-05-20,7,None,Good experience overall.
CSAT-00656,ORD-01060,CUST-00820,2025-06-10,8,None,"Great product, arrived on time!"
CSAT-00657,ORD-00905,CUST-00100,2025-06-11,5,None,The item broke within a week of use.
CSAT-00658,ORD-02379,CUST-00649,2025-06-08,6,Packaging,Took a few extra days but the product is okay.
CSAT-00659,ORD-01472,CUST-01727,2025-06-16,4,Delivery Speed,Took forever to arrive and packaging was torn open.
CSAT-00660,ORD-01233,CUST-00616,2025-06-25,4,Product Quality,Wrong color sent. Had to return.
CSAT-00661,ORD-01859,CUST-01760,2025-06-27,7,None,Smooth ordering process and fast delivery.
CSAT-00662,ORD-02277,CUST-00900,2025-06-15,6,Packaging,Product quality was not what I expected.
CSAT-00663,ORD-01465,CUST-01353,2025-07-01,7,None,Love it! Shipping was quick.
CSAT-00664,ORD-02889,CUST-01401,2025-06-13,5,Delivery Speed,The item broke within a week of use.
CSAT-00665,ORD-01238,CUST-00193,2025-05-21,6,Product Quality,The item broke within a week of use.
CSAT-00666,ORD-00160,CUST-01196,2025-05-10,9,None,Love it! Shipping was quick.
CSAT-00667,ORD-01294,CUST-01016,2025-05-10,9,None,"Great product, arrived on time!"
CSAT-00668,ORD-01539,CUST-01694,2025-05-09,5,None,Not worth the price. Feels cheaply made.
CSAT-00669,ORD-00733,CUST-01693,2025-06-08,6,Product Quality,Expected better quality for the price.
CSAT-00670,ORD-00625,CUST-00664,2025-07-04,5,Product Quality,Product quality was not what I expected.
CSAT-00671,ORD-01144,CUST-00737,2025-06-18,4,Product Quality,The item broke within a week of use.
CSAT-00672,ORD-01681,CUST-00084,2025-06-18,6,None,
CSAT-00673,ORD-02361,CUST-01708,2025-06-25,6,Customer Service,
CSAT-00674,ORD-01025,CUST-00221,2025-04-20,8,None,Exactly what I needed. Would buy again.
CSAT-00675,ORD-01468,CUST-00627,2025-06-04,4,Packaging,Product quality was not what I expected.
CSAT-00676,ORD-02338,CUST-00177,2025-06-11,8,None,Happy customer. Will order again.
CSAT-00677,ORD-02125,CUST-00266,2025-05-11,7,None,Good experience overall.
CSAT-00678,ORD-01955,CUST-00243,2025-05-23,7,None,Fast shipping and good quality.
CSAT-00679,ORD-01268,CUST-00932,2025-05-01,5,Delivery Speed,The item broke within a week of use.
CSAT-00680,ORD-02418,CUST-01612,2025-05-04,8,None,Good experience overall.
CSAT-00681,ORD-00533,CUST-00162,2025-04-30,6,None,Wrong color sent. Had to return.
CSAT-00682,ORD-00495,CUST-00887,2025-07-01,2,Delivery Speed,Customer service was unhelpful when I called about my order.
CSAT-00683,ORD-01154,CUST-00160,2025-06-24,6,Product Quality,The item broke within a week of use.
CSAT-00684,ORD-01931,CUST-00469,2025-06-28,4,Customer Service,Product was fine but the shipping delay ruined my plans.
CSAT-00685,ORD-00630,CUST-01065,2025-06-01,6,None,
CSAT-00686,ORD-02208,CUST-00129,2025-05-23,8,None,Product exceeded my expectations.
CSAT-00687,ORD-00427,CUST-00681,2025-05-11,8,None,
CSAT-00688,ORD-02707,CUST-01257,2025-05-27,8,None,Product exceeded my expectations.
CSAT-00689,ORD-02894,CUST-00861,2025-06-02,9,None,
CSAT-00690,ORD-01950,CUST-00104,2025-05-29,3,Product Quality,The item broke within a week of use.
CSAT-00691,ORD-00899,CUST-01021,2025-07-09,3,Delivery Speed,Took a few extra days but the product is okay.
CSAT-00692,ORD-01865,CUST-01596,2025-06-19,4,Product Quality,Took a few extra days but the product is okay.
CSAT-00693,ORD-02841,CUST-01235,2025-05-09,8,None,Very happy with my purchase.
CSAT-00694,ORD-00544,CUST-00190,2025-05-03,6,Delivery Speed,Customer service was unhelpful when I called about my order.
CSAT-00695,ORD-02469,CUST-00141,2025-05-17,6,Delivery Speed,
CSAT-00696,ORD-01825,CUST-00771,2025-06-06,9,None,Fast shipping and good quality.
CSAT-00697,ORD-00607,CUST-00502,2025-06-06,1,Delivery Speed,Delivery was so late I almost forgot I ordered it.
CSAT-00698,ORD-00447,CUST-01536,2025-05-26,6,Delivery Speed,
CSAT-00699,ORD-02090,CUST-00603,2025-04-19,8,None,Fast shipping and good quality.
CSAT-00700,ORD-02259,CUST-00068,2025-06-27,6,None,
CSAT-00701,ORD-02787,CUST-00446,2025-06-17,6,None,Expected better quality for the price.
CSAT-00702,ORD-02597,CUST-01099,2025-05-20,8,Packaging,
CSAT-00703,ORD-00051,CUST-01400,2025-04-24,7,None,Love it! Shipping was quick.
CSAT-00704,ORD-00255,CUST-00166,2025-06-28,6,Delivery Speed,Expected better quality for the price.
CSAT-00705,ORD-00304,CUST-00159,2025-06-26,6,None,
CSAT-00706,ORD-00527,CUST-00570,2025-04-24,8,None,Happy customer. Will order again.
CSAT-00707,ORD-01080,CUST-00073,2025-05-31,3,Customer Service,Heavy item was left at the wrong address initially.
CSAT-00708,ORD-01354,CUST-01207,2025-06-20,7,None,"Great product, arrived on time!"
CSAT-00709,ORD-01649,CUST-00802,2025-04-23,9,None,Excellent value for the money.
CSAT-00710,ORD-01155,CUST-01367,2025-05-30,8,None,Exactly what I needed. Would buy again.
CSAT-00711,ORD-02076,CUST-00941,2025-05-26,8,None,Smooth ordering process and fast delivery.
CSAT-00712,ORD-00460,CUST-01285,2025-06-10,10,Packaging,Good experience overall.
CSAT-00713,ORD-02297,CUST-01154,2025-07-01,6,None,Packaging was minimal — item rattled around in the box.
CSAT-00714,ORD-02078,CUST-00034,2025-05-03,7,None,Smooth ordering process and fast delivery.
CSAT-00715,ORD-01553,CUST-00327,2025-04-11,8,None,Very happy with my purchase.
CSAT-00716,ORD-00779,CUST-01438,2025-05-14,9,None,Excellent value for the money.
CSAT-00717,ORD-01716,CUST-00374,2025-07-03,7,Packaging,Happy customer. Will order again.
CSAT-00718,ORD-01688,CUST-00828,2025-07-02,7,Product Quality,Product exceeded my expectations.
CSAT-00719,ORD-00892,CUST-01178,2025-06-28,8,None,
CSAT-00720,ORD-02710,CUST-01697,2025-06-17,6,Delivery Speed,Not worth the price. Feels cheaply made.
CSAT-00721,ORD-02910,CUST-00308,2025-04-28,10,None,Good experience overall.
CSAT-00722,ORD-00588,CUST-01103,2025-04-23,6,Packaging,Took a few extra days but the product is okay.
CSAT-00723,ORD-02705,CUST-00800,2025-04-23,10,None,Happy customer. Will order again.
CSAT-00724,ORD-02263,CUST-00775,2025-07-10,4,Delivery Speed,Wrong color sent. Had to return.
CSAT-00725,ORD-02067,CUST-01477,2025-06-09,6,None,Packaging was minimal — item rattled around in the box.
CSAT-00726,ORD-00865,CUST-00906,2025-04-26,8,Packaging,Exactly what I needed. Would buy again.
CSAT-00727,ORD-01560,CUST-01637,2025-05-26,9,None,Excellent value for the money.
CSAT-00728,ORD-00696,CUST-00545,2025-05-27,9,None,Smooth ordering process and fast delivery.
CSAT-00729,ORD-00397,CUST-00036,2025-05-14,8,None,
CSAT-00730,ORD-02222,CUST-00004,2025-06-12,6,Product Quality,Wrong color sent. Had to return.
CSAT-00731,ORD-01808,CUST-01280,2025-06-23,5,Customer Service,Expected better quality for the price.
CSAT-00732,ORD-02563,CUST-00843,2025-07-03,6,None,Expected better quality for the price.
CSAT-00733,ORD-01886,CUST-00964,2025-05-10,7,None,Very happy with my purchase.
CSAT-00734,ORD-01198,CUST-00904,2025-04-16,6,None,The item broke within a week of use.
CSAT-00735,ORD-02872,CUST-00389,2025-04-10,6,Packaging,Product quality was not what I expected.
CSAT-00736,ORD-01128,CUST-00931,2025-04-22,10,None,Exactly what I needed. Would buy again.
CSAT-00737,ORD-01188,CUST-00268,2025-06-16,6,None,Packaging was minimal — item rattled around in the box.
CSAT-00738,ORD-00175,CUST-00936,2025-04-25,7,None,Smooth ordering process and fast delivery.
CSAT-00739,ORD-02911,CUST-00144,2025-05-03,9,None,Smooth ordering process and fast delivery.
CSAT-00740,ORD-02301,CUST-00439,2025-05-24,8,None,Exactly what I needed. Would buy again.
CSAT-00741,ORD-01923,CUST-00993,2025-04-18,6,Packaging,Took a few extra days but the product is okay.
CSAT-00742,ORD-00214,CUST-00506,2025-05-27,7,None,Fast shipping and good quality.
CSAT-00743,ORD-00312,CUST-00847,2025-07-02,9,None,Smooth ordering process and fast delivery.
CSAT-00744,ORD-02496,CUST-01769,2025-05-03,7,Product Quality,
CSAT-00745,ORD-02741,CUST-01747,2025-05-30,10,None,Good experience overall.
CSAT-00746,ORD-00975,CUST-00821,2025-04-28,8,None,Product exceeded my expectations.
CSAT-00747,ORD-01066,CUST-01092,2025-06-07,5,Product Quality,Customer service was unhelpful when I called about my order.
CSAT-00748,ORD-02731,CUST-01137,2025-07-08,3,Delivery Speed,Took a few extra days but the product is okay.
CSAT-00749,ORD-00628,CUST-00437,2025-04-11,8,None,Product exceeded my expectations.
CSAT-00750,ORD-02068,CUST-01771,2025-05-19,7,None,
CSAT-00751,ORD-00970,CUST-01326,2025-06-24,5,Product Quality,Product quality was not what I expected.
CSAT-00752,ORD-02692,CUST-00561,2025-05-03,5,Delivery Speed,Not worth the price. Feels cheaply made.
CSAT-00753,ORD-01409,CUST-00821,2025-04-12,7,None,"Great product, arrived on time!"
CSAT-00754,ORD-01991,CUST-01513,2025-05-16,7,None,
CSAT-00755,ORD-00498,CUST-00020,2025-05-19,6,None,
CSAT-00756,ORD-00686,CUST-00315,2025-05-28,7,Product Quality,Exactly what I needed. Would buy again.
CSAT-00757,ORD-02742,CUST-01599,2025-04-04,9,None,Happy customer. Will order again.
CSAT-00758,ORD-00760,CUST-00968,2025-04-22,2,Delivery Speed,No communication about the delay. Had to call three times.
CSAT-00759,ORD-00516,CUST-01125,2025-05-13,10,None,
CSAT-00760,ORD-01010,CUST-01344,2025-04-26,8,None,Product exceeded my expectations.
CSAT-00761,ORD-00309,CUST-00734,2025-07-04,2,Delivery Speed,Tracking said 'in transit' for 10 days straight.
CSAT-00762,ORD-01232,CUST-00312,2025-05-19,8,None,Love it! Shipping was quick.
CSAT-00763,ORD-02915,CUST-01418,2025-05-01,9,None,
CSAT-00764,ORD-00266,CUST-00347,2025-05-25,8,None,Smooth ordering process and fast delivery.
CSAT-00765,ORD-01016,CUST-00099,2025-05-13,8,None,Fast shipping and good quality.
CSAT-00766,ORD-00844,CUST-00596,2025-06-09,3,Product Quality,Expected better quality for the price.
CSAT-00767,ORD-02041,CUST-00701,2025-05-14,7,None,Smooth ordering process and fast delivery.
CSAT-00768,ORD-01548,CUST-01088,2025-06-28,6,Product Quality,Not worth the price. Feels cheaply made.
CSAT-00769,ORD-02110,CUST-00561,2025-05-30,8,None,Love it! Shipping was quick.
CSAT-00770,ORD-00192,CUST-01104,2025-06-24,5,Product Quality,Not worth the price. Feels cheaply made.
CSAT-00771,ORD-02501,CUST-00794,2025-06-22,5,Delivery Speed,
CSAT-00772,ORD-01423,CUST-00320,2025-07-10,7,None,
CSAT-00773,ORD-02273,CUST-01165,2025-05-21,2,Customer Service,My furniture arrived with visible damage from shipping.
CSAT-00774,ORD-02224,CUST-01526,2025-05-25,8,None,Love it! Shipping was quick.
CSAT-00775,ORD-00682,CUST-01722,2025-06-15,10,None,
CSAT-00776,ORD-02463,CUST-01011,2025-07-06,2,Delivery Speed,Product was fine but the shipping delay ruined my plans.
CSAT-00777,ORD-01618,CUST-00714,2025-07-12,5,Delivery Speed,
CSAT-00778,ORD-00642,CUST-00700,2025-05-22,8,Packaging,Love it! Shipping was quick.
CSAT-00779,ORD-00126,CUST-01515,2025-05-19,6,Delivery Speed,Not worth the price. Feels cheaply made.
CSAT-00780,ORD-01639,CUST-00749,2025-05-15,7,None,Exactly what I needed. Would buy again.
CSAT-00781,ORD-00959,CUST-00113,2025-04-15,7,None,
CSAT-00782,ORD-00421,CUST-00375,2025-05-04,8,None,Product exceeded my expectations.
CSAT-00783,ORD-02571,CUST-01400,2025-06-26,7,None,Love it! Shipping was quick.
CSAT-00784,ORD-00030,CUST-01670,2025-05-08,8,None,Smooth ordering process and fast delivery.
CSAT-00785,ORD-01272,CUST-00509,2025-05-30,8,None,Product exceeded my expectations.
CSAT-00786,ORD-01622,CUST-00071,2025-06-26,5,Packaging,
CSAT-00787,ORD-02548,CUST-00666,2025-05-24,6,None,Customer service was unhelpful when I called about my order.
CSAT-00788,ORD-01099,CUST-01154,2025-05-08,5,Customer Service,The item broke within a week of use.
CSAT-00789,ORD-02383,CUST-00672,2025-06-21,4,Customer Service,Expected better quality for the price.
CSAT-00790,ORD-00285,CUST-00031,2025-04-13,10,None,
CSAT-00791,ORD-00004,CUST-00861,2025-05-28,5,Delivery Speed,Not worth the price. Feels cheaply made.
CSAT-00792,ORD-00138,CUST-01282,2025-04-19,8,None,Exactly what I needed. Would buy again.
CSAT-00793,ORD-01004,CUST-00084,2025-05-04,9,None,"Great product, arrived on time!"
CSAT-00794,ORD-00221,CUST-00976,2025-07-05,7,None,Happy customer. Will order again.
CSAT-00795,ORD-02572,CUST-00827,2025-04-28,6,None,The item broke within a week of use.
CSAT-00796,ORD-01355,CUST-00853,2025-04-25,9,None,
CSAT-00797,ORD-00471,CUST-00701,2025-04-16,8,Packaging,Love it! Shipping was quick.
CSAT-00798,ORD-01194,CUST-01366,2025-06-03,10,None,
CSAT-00799,ORD-01870,CUST-00165,2025-05-10,10,None,Product exceeded my expectations.
CSAT-00800,ORD-01209,CUST-00731,2025-04-17,5,Product Quality,Took a few extra days but the product is okay.
CSAT-00801,ORD-01278,CUST-01128,2025-07-06,6,Packaging,The item broke within a week of use.
CSAT-00802,ORD-00264,CUST-01737,2025-05-02,7,None,Very happy with my purchase.
CSAT-00803,ORD-01770,CUST-01106,2025-06-10,9,Product Quality,
CSAT-00804,ORD-02453,CUST-00766,2025-05-26,7,None,Happy customer. Will order again.
CSAT-00805,ORD-01879,CUST-00783,2025-04-30,8,None,Good experience overall.
CSAT-00806,ORD-00530,CUST-01275,2025-05-14,9,None,Exactly what I needed. Would buy again.
CSAT-00807,ORD-01350,CUST-00221,2025-05-10,7,None,
CSAT-00808,ORD-02797,CUST-00508,2025-04-22,6,Packaging,Took a few extra days but the product is okay.
CSAT-00809,ORD-01922,CUST-00415,2025-07-11,5,Product Quality,Took a few extra days but the product is okay.
CSAT-00810,ORD-02559,CUST-00374,2025-04-15,7,None,"Great product, arrived on time!"
CSAT-00811,ORD-00123,CUST-00298,2025-05-11,6,Product Quality,Packaging was minimal — item rattled around in the box.
CSAT-00812,ORD-00534,CUST-00350,2025-05-10,9,None,Exactly what I needed. Would buy again.
CSAT-00813,ORD-01620,CUST-01448,2025-07-03,8,None,Very happy with my purchase.
CSAT-00814,ORD-02948,CUST-00923,2025-04-14,7,None,
CSAT-00815,ORD-00319,CUST-01571,2025-04-11,9,None,Product exceeded my expectations.
CSAT-00816,ORD-02506,CUST-01395,2025-05-14,5,Product Quality,
CSAT-00817,ORD-02744,CUST-00677,2025-04-28,6,Packaging,Wrong color sent. Had to return.
CSAT-00818,ORD-00709,CUST-00527,2025-04-23,9,None,Good experience overall.
CSAT-00819,ORD-00263,CUST-00888,2025-05-19,5,Customer Service,The item broke within a week of use.
CSAT-00820,ORD-01476,CUST-01124,2025-07-05,4,Delivery Speed,Delivery was so late I almost forgot I ordered it.
CSAT-00821,ORD-02375,CUST-00883,2025-04-22,10,None,Excellent value for the money.
CSAT-00822,ORD-00872,CUST-00856,2025-06-13,10,None,Product exceeded my expectations.
CSAT-00823,ORD-00926,CUST-00964,2025-04-24,9,None,Excellent value for the money.
CSAT-00824,ORD-00861,CUST-00718,2025-06-03,6,None,Expected better quality for the price.
CSAT-00825,ORD-00890,CUST-01334,2025-06-21,5,Product Quality,Expected better quality for the price.
CSAT-00826,ORD-01048,CUST-01491,2025-05-02,8,Packaging,Happy customer. Will order again.
CSAT-00827,ORD-00692,CUST-00796,2025-06-09,6,Customer Service,
CSAT-00828,ORD-01535,CUST-00123,2025-07-10,6,Packaging,
CSAT-00829,ORD-00220,CUST-00152,2025-04-29,7,None,Excellent value for the money.
CSAT-00830,ORD-01479,CUST-00095,2025-04-20,8,Packaging,
CSAT-00831,ORD-02280,CUST-01405,2025-04-23,9,None,Fast shipping and good quality.
CSAT-00832,ORD-00398,CUST-01027,2025-05-03,7,None,Product exceeded my expectations.
CSAT-00833,ORD-01887,CUST-00462,2025-07-02,6,None,
CSAT-00834,ORD-00626,CUST-01050,2025-06-17,7,Packaging,
CSAT-00835,ORD-02059,CUST-00575,2025-05-24,6,Packaging,Product quality was not what I expected.
CSAT-00836,ORD-02366,CUST-00162,2025-06-16,7,None,Good experience overall.
CSAT-00837,ORD-01719,CUST-00697,2025-04-12,7,Packaging,Good experience overall.
CSAT-00838,ORD-01096,CUST-00815,2025-07-07,5,None,
CSAT-00839,ORD-01044,CUST-01231,2025-05-08,7,None,Excellent value for the money.
CSAT-00840,ORD-00134,CUST-00167,2025-05-01,5,Customer Service,Expected better quality for the price.
CSAT-00841,ORD-02965,CUST-00270,2025-07-11,6,Packaging,Not worth the price. Feels cheaply made.
CSAT-00842,ORD-01261,CUST-00125,2025-06-02,8,None,Excellent value for the money.
CSAT-00843,ORD-01081,CUST-00913,2025-04-29,10,None,Smooth ordering process and fast delivery.
CSAT-00844,ORD-01686,CUST-01419,2025-06-22,6,None,
CSAT-00845,ORD-02404,CUST-00878,2025-05-07,10,None,
CSAT-00846,ORD-00284,CUST-01307,2025-06-19,6,Customer Service,
CSAT-00847,ORD-01585,CUST-00515,2025-04-29,6,None,
CSAT-00848,ORD-02321,CUST-01203,2025-05-26,9,None,
CSAT-00849,ORD-01485,CUST-00396,2025-06-29,6,Packaging,Wrong color sent. Had to return.
CSAT-00850,ORD-00202,CUST-00047,2025-04-30,7,None,Happy customer. Will order again.
CSAT-00851,ORD-01125,CUST-01326,2025-05-27,7,None,
CSAT-00852,ORD-00075,CUST-01344,2025-06-10,6,None,
CSAT-00853,ORD-00675,CUST-00179,2025-05-11,9,None,
CSAT-00854,ORD-02465,CUST-00273,2025-05-28,6,Product Quality,Expected better quality for the price.
CSAT-00855,ORD-01333,CUST-00215,2025-04-16,6,Product Quality,
CSAT-00856,ORD-01513,CUST-01652,2025-04-27,10,None,Product exceeded my expectations.
CSAT-00857,ORD-00666,CUST-01196,2025-05-13,8,None,
CSAT-00858,ORD-02531,CUST-00051,2025-05-27,6,None,Not worth the price. Feels cheaply made.
CSAT-00859,ORD-02509,CUST-00482,2025-07-05,7,Packaging,Product exceeded my expectations.
CSAT-00860,ORD-01512,CUST-01385,2025-07-09,7,None,Exactly what I needed. Would buy again.
CSAT-00861,ORD-02545,CUST-01041,2025-04-25,9,None,
CSAT-00862,ORD-01116,CUST-00160,2025-05-31,9,None,
CSAT-00863,ORD-00490,CUST-00453,2025-06-27,3,Product Quality,Expected better quality for the price.
CSAT-00864,ORD-02126,CUST-01397,2025-06-22,5,Delivery Speed,Expected better quality for the price.
CSAT-00865,ORD-02109,CUST-00082,2025-04-12,8,None,Excellent value for the money.
CSAT-00866,ORD-00184,CUST-00167,2025-04-13,10,None,Fast shipping and good quality.
CSAT-00867,ORD-00838,CUST-00115,2025-06-23,6,Packaging,
CSAT-00868,ORD-00433,CUST-00381,2025-06-07,2,Delivery Speed,The delivery driver left my heavy package in the rain.
CSAT-00869,ORD-01937,CUST-01279,2025-06-18,4,Customer Service,Packaging was minimal — item rattled around in the box.
CSAT-00870,ORD-02025,CUST-00057,2025-06-12,2,Customer Service,I waited 12 days past the promised date. Unacceptable.
CSAT-00871,ORD-00701,CUST-00040,2025-05-27,8,None,Very happy with my purchase.
CSAT-00872,ORD-02347,CUST-00387,2025-06-14,9,None,Excellent value for the money.
CSAT-00873,ORD-01453,CUST-00627,2025-06-24,6,None,Expected better quality for the price.
CSAT-00874,ORD-02134,CUST-01176,2025-06-05,5,Product Quality,Expected better quality for the price.
CSAT-00875,ORD-02927,CUST-00076,2025-04-24,9,None,Product exceeded my expectations.
CSAT-00876,ORD-02271,CUST-01769,2025-05-24,10,None,Product exceeded my expectations.
CSAT-00877,ORD-01820,CUST-00218,2025-05-06,6,Product Quality,Expected better quality for the price.
CSAT-00878,ORD-02892,CUST-01444,2025-07-15,5,Delivery Speed,Expected better quality for the price.
CSAT-00879,ORD-01288,CUST-00604,2025-06-05,7,None,
CSAT-00880,ORD-01902,CUST-01095,2025-05-10,8,None,
CSAT-00881,ORD-01301,CUST-00977,2025-05-05,4,Delivery Speed,Customer service was unhelpful when I called about my order.
CSAT-00882,ORD-02747,CUST-00153,2025-07-05,10,None,"Great product, arrived on time!"
CSAT-00883,ORD-00207,CUST-01129,2025-06-11,7,None,Product exceeded my expectations.
CSAT-00884,ORD-00494,CUST-01726,2025-04-24,6,Delivery Speed,
CSAT-00885,ORD-00509,CUST-00393,2025-06-01,8,Packaging,Excellent value for the money.
CSAT-00886,ORD-00646,CUST-01405,2025-05-16,6,Delivery Speed,Expected better quality for the price.
CSAT-00887,ORD-00475,CUST-01188,2025-05-26,8,None,
CSAT-00888,ORD-02030,CUST-00829,2025-04-24,8,None,Smooth ordering process and fast delivery.
CSAT-00889,ORD-01456,CUST-01756,2025-05-26,7,None,Love it! Shipping was quick.
CSAT-00890,ORD-02828,CUST-00403,2025-07-08,8,None,Exactly what I needed. Would buy again.
CSAT-00891,ORD-02926,CUST-01350,2025-04-23,5,Product Quality,Packaging was minimal — item rattled around in the box.
CSAT-00892,ORD-00801,CUST-01597,2025-06-11,4,Customer Service,Wrong color sent. Had to return.
CSAT-00893,ORD-00528,CUST-00335,2025-06-29,7,None,
CSAT-00894,ORD-00155,CUST-01743,2025-05-22,10,None,
CSAT-00895,ORD-00971,CUST-01405,2025-04-21,9,None,
CSAT-00896,ORD-02811,CUST-00432,2025-05-23,5,None,Packaging was minimal — item rattled around in the box.
CSAT-00897,ORD-00747,CUST-00908,2025-06-30,8,None,Product exceeded my expectations.
CSAT-00898,ORD-01713,CUST-00552,2025-06-04,5,Packaging,Product quality was not what I expected.
CSAT-00899,ORD-00968,CUST-00588,2025-05-24,9,None,
CSAT-00900,ORD-00724,CUST-01022,2025-06-20,5,None,Customer service was unhelpful when I called about my order.
CSAT-00901,ORD-00536,CUST-00534,2025-04-24,7,None,Smooth ordering process and fast delivery.
CSAT-00902,ORD-00997,CUST-00730,2025-05-10,8,None,Fast shipping and good quality.
CSAT-00903,ORD-01431,CUST-00385,2025-06-02,6,Product Quality,Expected better quality for the price.
CSAT-00904,ORD-01993,CUST-01124,2025-04-24,5,None,Wrong color sent. Had to return.
CSAT-00905,ORD-01768,CUST-00946,2025-04-20,9,None,Product exceeded my expectations.
CSAT-00906,ORD-01729,CUST-01341,2025-05-15,6,Product Quality,Wrong color sent. Had to return.
CSAT-00907,ORD-00641,CUST-01622,2025-06-19,9,None,Product exceeded my expectations.
CSAT-00908,ORD-00772,CUST-01458,2025-05-12,7,Packaging,Happy customer. Will order again.
CSAT-00909,ORD-01793,CUST-01437,2025-07-08,8,None,
CSAT-00910,ORD-01616,CUST-01505,2025-05-23,7,None,Product exceeded my expectations.
CSAT-00911,ORD-00235,CUST-01790,2025-04-17,8,None,Fast shipping and good quality.
CSAT-00912,ORD-00541,CUST-00536,2025-05-10,6,None,
CSAT-00913,ORD-02264,CUST-01796,2025-07-04,4,Product Quality,Wrong color sent. Had to return.
CSAT-00914,ORD-02370,CUST-00540,2025-07-04,4,Delivery Speed,Not worth the price. Feels cheaply made.
CSAT-00915,ORD-01580,CUST-01063,2025-07-12,6,None,Wrong color sent. Had to return.
CSAT-00916,ORD-00493,CUST-00348,2025-06-26,5,Packaging,The item broke within a week of use.
CSAT-00917,ORD-02019,CUST-00083,2025-06-19,7,None,Love it! Shipping was quick.
