transaction_id,posting_date,gl_account_id,gl_account_name,cost_center_id,vendor,description,amount_usd,expense_type,fiscal_quarter,fiscal_year
GL-001403,2025-03-03,6500,Professional Services,CC-162,LinkedIn Talent,Professional Services — IT — Mar 2025,33938.95,Recurring,Q1 2025,FY2025
GL-004454,2026-02-02,6100,Salaries & Wages,CC-166,CBRE Group,Compensation — Executive — Feb 2026,9206.97,Recurring,Q1 2026,FY2026
GL-003176,2025-09-22,6400,Facilities & Occupancy,CC-120,McKinsey & Company,Facilities — Marketing — Sep 2025,6386.27,Recurring,Q3 2025,FY2025
GL-004776,2026-02-14,6300,Software & Subscriptions,CC-153,Zscaler Inc,Software — Operations — Feb 2026,2814.77,Recurring,Q1 2026,FY2026
GL-001866,2025-05-14,6500,Professional Services,CC-153,Hays Recruiting,Professional Services — Operations — May 2025,41078.38,Recurring,Q2 2025,FY2025
GL-005901,2025-08-25,6800,One-Time Project Costs,CC-901,Zscaler Inc,Project: Partner Integration Hub — originated by Legal,10591.56,One-Time,Q3 2025,FY2025
GL-005160,2026-02-04,6300,Software & Subscriptions,CC-133,Iron Mountain,Software — HR — Feb 2026,11380.75,Recurring,Q1 2026,FY2026
GL-004646,2025-07-22,6500,Professional Services,CC-158,CBRE Group,Professional Services — IT — Jul 2025,51894.25,Recurring,Q3 2025,FY2025
GL-004041,2025-04-21,6200,Travel & Entertainment,CC-165,Mercer Consulting,Travel — Executive — Apr 2025,1494.34,Recurring,Q2 2025,FY2025
GL-001971,2025-02-15,6700,Training & Development,CC-148,ServiceNow Inc,Training — Product — Feb 2025,4298.52,Recurring,Q1 2025,FY2025
GL-005095,2026-05-20,6700,Training & Development,CC-151,Willis Towers Watson,Training — Operations — May 2026,2693.33,Recurring,Q2 2026,FY2026
GL-001800,2025-07-21,6200,Travel & Entertainment,CC-114,McKinsey & Company,Travel — Marketing — Jul 2025,1771.31,Recurring,Q3 2025,FY2025
GL-003577,2025-04-07,6300,Software & Subscriptions,CC-167,Splunk Inc,Software — Executive — Apr 2025,5834.72,Recurring,Q2 2025,FY2025
GL-005077,2026-02-25,6600,Equipment & Hardware,CC-135,Accenture Consulting,Equipment — Legal — Feb 2026,11127.3,Recurring,Q1 2026,FY2026
GL-003440,2026-01-29,6400,Facilities & Occupancy,CC-107,Mercer Consulting,Facilities — Sales — Jan 2026,7280.5,Recurring,Q1 2026,FY2026
GL-002951,2025-01-14,6100,Salaries & Wages,CC-101,AWS Cloud Services,Compensation — Engineering — Jan 2025,25263.4,Recurring,Q1 2025,FY2025
GL-003242,2025-02-04,6600,Equipment & Hardware,CC-125,Mercer Consulting,Equipment — Finance — Feb 2025,4053.92,Recurring,Q1 2025,FY2025
GL-005149,2025-06-13,6200,Travel & Entertainment,CC-164,JLL Real Estate,Travel — Executive — Jun 2025,1068.27,Recurring,Q2 2025,FY2025
GL-003511,2025-05-25,6300,Software & Subscriptions,CC-117,Iron Mountain,Software — Marketing — May 2025,2626.59,Recurring,Q2 2025,FY2025
GL-000737,2026-05-27,6700,Training & Development,CC-123,Hays Recruiting,Training — Finance — May 2026,1559.33,Recurring,Q2 2026,FY2026
GL-002707,2025-10-11,6300,Software & Subscriptions,CC-120,PwC Advisory,Software — Marketing — Oct 2025,8306.74,Recurring,Q4 2025,FY2025
GL-004067,2025-06-30,6300,Software & Subscriptions,CC-117,IDC Advisory,Software — Marketing — Jun 2025,6217.81,Recurring,Q2 2025,FY2025
GL-000953,2026-02-10,6400,Facilities & Occupancy,CC-124,IDC Advisory,Facilities — Finance — Feb 2026,6988.01,Recurring,Q1 2026,FY2026
GL-002015,2026-05-07,6300,Software & Subscriptions,CC-126,Marriott Hotels,Software — Finance — May 2026,6406.08,Recurring,Q2 2026,FY2026
GL-004151,2025-12-02,6100,Salaries & Wages,CC-141,Willis Towers Watson,Compensation — Legal — Dec 2025,16406.59,Recurring,Q4 2025,FY2025
GL-000826,2026-05-22,6500,Professional Services,CC-166,Palo Alto Networks,Professional Services — Executive — May 2026,25203.11,Recurring,Q2 2026,FY2026
GL-004437,2026-01-09,6300,Software & Subscriptions,CC-144,PwC Advisory,Software — Product — Jan 2026,6572.66,Recurring,Q1 2026,FY2026
GL-005774,2025-01-03,6700,Training & Development,CC-102,Robert Half,Training — Engineering — Jan 2025,2941.03,Recurring,Q1 2025,FY2025
GL-003109,2025-05-23,6110,Employee Benefits,CC-161,UPS Logistics,Benefits — IT — May 2025,7200.22,Recurring,Q2 2025,FY2025
GL-002035,2025-03-16,6600,Equipment & Hardware,CC-156,Salesforce Inc,Equipment — IT — Mar 2025,11382.97,Recurring,Q1 2025,FY2025
GL-000715,2026-05-18,6400,Facilities & Occupancy,CC-160,Zscaler Inc,Facilities — IT — May 2026,5897.43,Recurring,Q2 2026,FY2026
GL-002611,2025-07-11,6100,Salaries & Wages,CC-144,Oracle Corp,Compensation — Product — Jul 2025,8837.44,Recurring,Q3 2025,FY2025
GL-005002,2025-03-06,6110,Employee Benefits,CC-156,LinkedIn Talent,Benefits — IT — Mar 2025,3754.68,Recurring,Q1 2025,FY2025
GL-000377,2026-05-04,6100,Salaries & Wages,CC-134,WeWork Office,Compensation — HR — May 2026,14136.71,Recurring,Q2 2026,FY2026
GL-003507,2025-09-15,6100,Salaries & Wages,CC-105,Salesforce Inc,Compensation — Engineering — Sep 2025,26411.93,Recurring,Q3 2025,FY2025
GL-005030,2026-01-08,6200,Travel & Entertainment,CC-150,Fortinet Inc,Travel — Operations — Jan 2026,5018.6,Recurring,Q1 2026,FY2026
GL-004472,2025-04-21,6500,Professional Services,CC-144,UPS Logistics,Professional Services — Product — Apr 2025,15837.7,Recurring,Q2 2025,FY2025
GL-000717,2026-03-30,6100,Salaries & Wages,CC-149,Dell Technologies,Compensation — Operations — Mar 2026,17191.96,Recurring,Q1 2026,FY2026
GL-002603,2025-01-16,6300,Software & Subscriptions,CC-138,CBRE Group,Software — Legal — Jan 2025,7030.21,Recurring,Q1 2025,FY2025
GL-000505,2025-12-10,6600,Equipment & Hardware,CC-154,Microsoft Azure,Equipment — Operations — Dec 2025,14737.57,Recurring,Q4 2025,FY2025
GL-001757,2026-04-12,6400,Facilities & Occupancy,CC-135,IDC Advisory,Facilities — Legal — Apr 2026,2975.49,Recurring,Q2 2026,FY2026
GL-001410,2026-01-22,6600,Equipment & Hardware,CC-119,United Airlines,Equipment — Marketing — Jan 2026,7871.2,Recurring,Q1 2026,FY2026
GL-002127,2026-05-23,6200,Travel & Entertainment,CC-124,AWS Cloud Services,Travel — Finance — May 2026,2772.24,Recurring,Q2 2026,FY2026
GL-002526,2026-04-18,6110,Employee Benefits,CC-116,Iron Mountain,Benefits — Marketing — Apr 2026,5557.73,Recurring,Q2 2026,FY2026
GL-003225,2025-06-13,6400,Facilities & Occupancy,CC-169,United Airlines,Facilities — Executive — Jun 2025,3437.22,Recurring,Q2 2025,FY2025
GL-002480,2025-01-21,6300,Software & Subscriptions,CC-132,Willis Towers Watson,Software — HR — Jan 2025,8276.28,Recurring,Q1 2025,FY2025
GL-004936,2025-07-31,6700,Training & Development,CC-115,Latham & Watkins,Training — Marketing — Jul 2025,396.95,Recurring,Q3 2025,FY2025
GL-005915,2025-09-29,6800,One-Time Project Costs,CC-908,Fortinet Inc,Project: Cloud Migration Sprint — originated by Product,8155.6,One-Time,Q3 2025,FY2025
GL-003698,2025-04-01,6110,Employee Benefits,CC-128,Hays Recruiting,Benefits — HR — Apr 2025,5808.37,Recurring,Q2 2025,FY2025
GL-001599,2026-05-18,6500,Professional Services,CC-102,WeWork Office,Professional Services — Engineering — May 2026,28931.52,Recurring,Q2 2026,FY2026
GL-003917,2026-03-10,6400,Facilities & Occupancy,CC-119,Willis Towers Watson,Facilities — Marketing — Mar 2026,1851.44,Recurring,Q1 2026,FY2026
GL-005177,2025-10-05,6500,Professional Services,CC-136,Iron Mountain,Professional Services — Legal — Oct 2025,18390.82,Recurring,Q4 2025,FY2025
GL-000334,2026-04-11,6100,Salaries & Wages,CC-165,Mercer Consulting,Compensation — Executive — Apr 2026,16965.16,Recurring,Q2 2026,FY2026
GL-004389,2026-04-27,6300,Software & Subscriptions,CC-155,Robert Half,Software — Operations — Apr 2026,9056.15,Recurring,Q2 2026,FY2026
GL-005734,2025-09-19,6600,Equipment & Hardware,CC-101,Salesforce Inc,Equipment — Engineering — Sep 2025,13786.72,Recurring,Q3 2025,FY2025
GL-000657,2025-05-29,6500,Professional Services,CC-150,Accenture Consulting,Professional Services — Operations — May 2025,20142.43,Recurring,Q2 2025,FY2025
GL-003005,2025-04-18,6200,Travel & Entertainment,CC-112,Workday Inc,Travel — Sales — Apr 2025,1893.24,Recurring,Q2 2025,FY2025
GL-002271,2025-01-14,6600,Equipment & Hardware,CC-123,Marriott Hotels,Equipment — Finance — Jan 2025,7912.07,Recurring,Q1 2025,FY2025
GL-000572,2025-07-21,6500,Professional Services,CC-118,Salesforce Inc,Professional Services — Marketing — Jul 2025,27562.28,Recurring,Q3 2025,FY2025
GL-003645,2025-06-30,6300,Software & Subscriptions,CC-108,Snowflake Computing,Software — Sales — Jun 2025,9400.12,Recurring,Q2 2025,FY2025
GL-002387,2026-04-30,6100,Salaries & Wages,CC-160,PwC Advisory,Compensation — IT — Apr 2026,10514.04,Recurring,Q2 2026,FY2026
GL-003926,2026-03-16,6600,Equipment & Hardware,CC-120,JLL Real Estate,Equipment — Marketing — Mar 2026,5050.41,Recurring,Q1 2026,FY2026
GL-005943,2025-07-07,6800,One-Time Project Costs,CC-901,Fortinet Inc,Project: Compliance Automation — originated by Operations,10388.16,One-Time,Q3 2025,FY2025
GL-002803,2025-08-01,6400,Facilities & Occupancy,CC-164,McKinsey & Company,Facilities — Executive — Aug 2025,4918.66,Recurring,Q3 2025,FY2025
GL-000503,2025-07-18,6500,Professional Services,CC-140,Marriott Hotels,Professional Services — Legal — Jul 2025,13217.55,Recurring,Q3 2025,FY2025
GL-000365,2026-02-09,6700,Training & Development,CC-134,Forrester Research,Training — HR — Feb 2026,1050.79,Recurring,Q1 2026,FY2026
GL-005957,2025-09-09,6800,One-Time Project Costs,CC-901,Palo Alto Networks,Project: Sales Enablement Platform — originated by Finance,10289.46,One-Time,Q3 2025,FY2025
GL-005031,2025-06-02,6500,Professional Services,CC-122,Zscaler Inc,Professional Services — Finance — Jun 2025,40662.19,Recurring,Q2 2025,FY2025
GL-002762,2025-08-11,6110,Employee Benefits,CC-145,HP Enterprise,Benefits — Product — Aug 2025,8346.47,Recurring,Q3 2025,FY2025
GL-003041,2025-07-21,6600,Equipment & Hardware,CC-106,Mercer Consulting,Equipment — Engineering — Jul 2025,8189.27,Recurring,Q3 2025,FY2025
GL-002995,2025-08-22,6100,Salaries & Wages,CC-167,ServiceNow Inc,Compensation — Executive — Aug 2025,12592.53,Recurring,Q3 2025,FY2025
GL-003308,2025-08-21,6500,Professional Services,CC-161,Splunk Inc,Professional Services — IT — Aug 2025,36356.22,Recurring,Q3 2025,FY2025
GL-000107,2025-02-01,6300,Software & Subscriptions,CC-149,American Express Travel,Software — Operations — Feb 2025,8674.74,Recurring,Q1 2025,FY2025
GL-002101,2026-01-07,6600,Equipment & Hardware,CC-145,Willis Towers Watson,Equipment — Product — Jan 2026,4006.31,Recurring,Q1 2026,FY2026
GL-001999,2026-02-02,6100,Salaries & Wages,CC-158,Baker McKenzie LLP,Compensation — IT — Feb 2026,13920.11,Recurring,Q1 2026,FY2026
GL-000728,2026-02-04,6110,Employee Benefits,CC-141,Workday Inc,Benefits — Legal — Feb 2026,1384.62,Recurring,Q1 2026,FY2026
GL-001562,2026-03-27,6110,Employee Benefits,CC-131,Robert Half,Benefits — HR — Mar 2026,3156.06,Recurring,Q1 2026,FY2026
GL-004253,2025-05-29,6500,Professional Services,CC-158,Gartner Inc,Professional Services — IT — May 2025,18887.5,Recurring,Q2 2025,FY2025
GL-004106,2026-04-16,6600,Equipment & Hardware,CC-141,IDC Advisory,Equipment — Legal — Apr 2026,250.0,Recurring,Q2 2026,FY2026
GL-001419,2025-10-01,6110,Employee Benefits,CC-135,Gartner Inc,Benefits — Legal — Oct 2025,3050.15,Recurring,Q4 2025,FY2025
GL-003943,2025-06-02,6600,Equipment & Hardware,CC-162,IDC Advisory,Equipment — IT — Jun 2025,18142.85,Recurring,Q2 2025,FY2025
GL-003832,2025-06-08,6600,Equipment & Hardware,CC-111,Workday Inc,Equipment — Sales — Jun 2025,4104.27,Recurring,Q2 2025,FY2025
GL-000389,2026-04-27,6300,Software & Subscriptions,CC-120,Datadog Inc,Software — Marketing — Apr 2026,11349.3,Recurring,Q2 2026,FY2026
GL-005219,2025-03-06,6300,Software & Subscriptions,CC-160,CrowdStrike Holdings,Software — IT — Mar 2025,6284.36,Recurring,Q1 2025,FY2025
GL-000316,2025-08-27,6400,Facilities & Occupancy,CC-111,HP Enterprise,Facilities — Sales — Aug 2025,7148.81,Recurring,Q3 2025,FY2025
GL-003558,2026-04-05,6700,Training & Development,CC-131,Salesforce Inc,Training — HR — Apr 2026,966.08,Recurring,Q2 2026,FY2026
GL-005717,2025-12-21,6300,Software & Subscriptions,CC-115,IDC Advisory,Software — Marketing — Dec 2025,10257.33,Recurring,Q4 2025,FY2025
GL-005997,2025-08-18,6800,One-Time Project Costs,CC-901,Salesforce Inc,Project: Revenue Recognition Replatform — originated by HR,15258.0,One-Time,Q3 2025,FY2025
GL-004873,2025-12-10,6400,Facilities & Occupancy,CC-113,Dell Technologies,Facilities — Sales — Dec 2025,707.32,Recurring,Q4 2025,FY2025
GL-003294,2025-05-21,6110,Employee Benefits,CC-124,Palo Alto Networks,Benefits — Finance — May 2025,1906.5,Recurring,Q2 2025,FY2025
GL-001625,2025-04-21,6600,Equipment & Hardware,CC-136,JLL Real Estate,Equipment — Legal — Apr 2025,7942.09,Recurring,Q2 2025,FY2025
GL-003058,2025-08-08,6600,Equipment & Hardware,CC-114,Microsoft Azure,Equipment — Marketing — Aug 2025,17379.98,Recurring,Q3 2025,FY2025
GL-005773,2026-01-19,6110,Employee Benefits,CC-165,Snowflake Computing,Benefits — Executive — Jan 2026,2820.08,Recurring,Q1 2026,FY2026
GL-005767,2026-05-05,6200,Travel & Entertainment,CC-134,Oracle Corp,Travel — HR — May 2026,6294.94,Recurring,Q2 2026,FY2026
GL-001600,2025-12-12,6100,Salaries & Wages,CC-132,CBRE Group,Compensation — HR — Dec 2025,13504.74,Recurring,Q4 2025,FY2025
GL-002502,2025-10-04,6600,Equipment & Hardware,CC-167,JLL Real Estate,Equipment — Executive — Oct 2025,12540.62,Recurring,Q4 2025,FY2025
GL-001831,2025-09-22,6400,Facilities & Occupancy,CC-143,Robert Half,Facilities — Product — Sep 2025,6814.58,Recurring,Q3 2025,FY2025
GL-004760,2025-02-17,6700,Training & Development,CC-114,Cisco Systems,Training — Marketing — Feb 2025,3132.86,Recurring,Q1 2025,FY2025
GL-005635,2025-09-30,6700,Training & Development,CC-119,Microsoft Azure,Training — Marketing — Sep 2025,635.01,Recurring,Q3 2025,FY2025
GL-000277,2025-12-19,6600,Equipment & Hardware,CC-126,UPS Logistics,Equipment — Finance — Dec 2025,9645.02,Recurring,Q4 2025,FY2025
GL-004293,2025-08-01,6100,Salaries & Wages,CC-143,Accenture Consulting,Compensation — Product — Aug 2025,17829.35,Recurring,Q3 2025,FY2025
GL-000628,2025-09-10,6500,Professional Services,CC-124,Baker McKenzie LLP,Professional Services — Finance — Sep 2025,3781.51,Recurring,Q3 2025,FY2025
GL-004081,2026-04-27,6500,Professional Services,CC-142,Datadog Inc,Professional Services — Product — Apr 2026,35385.19,Recurring,Q2 2026,FY2026
GL-001979,2025-05-23,6600,Equipment & Hardware,CC-121,CBRE Group,Equipment — Finance — May 2025,4284.19,Recurring,Q2 2025,FY2025
GL-001435,2025-01-13,6400,Facilities & Occupancy,CC-111,LinkedIn Talent,Facilities — Sales — Jan 2025,8773.74,Recurring,Q1 2025,FY2025
GL-004177,2025-02-20,6200,Travel & Entertainment,CC-122,Deloitte Advisory,Travel — Finance — Feb 2025,1083.88,Recurring,Q1 2025,FY2025
GL-005548,2026-03-06,6500,Professional Services,CC-167,Salesforce Inc,Professional Services — Executive — Mar 2026,22231.39,Recurring,Q1 2026,FY2026
GL-001452,2025-02-24,6700,Training & Development,CC-158,Palo Alto Networks,Training — IT — Feb 2025,2325.64,Recurring,Q1 2025,FY2025
GL-003073,2025-07-07,6200,Travel & Entertainment,CC-112,LinkedIn Talent,Travel — Sales — Jul 2025,2430.6,Recurring,Q3 2025,FY2025
GL-003725,2025-04-15,6300,Software & Subscriptions,CC-109,LinkedIn Talent,Software — Sales — Apr 2025,6644.57,Recurring,Q2 2025,FY2025
GL-003858,2026-02-23,6300,Software & Subscriptions,CC-143,Deloitte Advisory,Software — Product — Feb 2026,7083.2,Recurring,Q1 2026,FY2026
GL-000693,2025-05-07,6300,Software & Subscriptions,CC-167,HP Enterprise,Software — Executive — May 2025,8243.74,Recurring,Q2 2025,FY2025
GL-001469,2026-03-13,6500,Professional Services,CC-131,Fortinet Inc,Professional Services — HR — Mar 2026,26159.04,Recurring,Q1 2026,FY2026
GL-003989,2025-07-21,6600,Equipment & Hardware,CC-111,McKinsey & Company,Equipment — Sales — Jul 2025,7362.94,Recurring,Q3 2025,FY2025
GL-001101,2025-09-18,6200,Travel & Entertainment,CC-146,Workday Inc,Travel — Product — Sep 2025,1909.75,Recurring,Q3 2025,FY2025
GL-003740,2025-02-20,6500,Professional Services,CC-129,WeWork Office,Professional Services — HR — Feb 2025,4603.96,Recurring,Q1 2025,FY2025
GL-002345,2025-08-30,6200,Travel & Entertainment,CC-162,Accenture Consulting,Travel — IT — Aug 2025,1441.18,Recurring,Q3 2025,FY2025
GL-005282,2025-09-01,6500,Professional Services,CC-103,CrowdStrike Holdings,Professional Services — Engineering — Sep 2025,23046.49,Recurring,Q3 2025,FY2025
GL-003752,2026-05-26,6600,Equipment & Hardware,CC-163,United Airlines,Equipment — Executive — May 2026,11782.81,Recurring,Q2 2026,FY2026
GL-001342,2026-01-05,6300,Software & Subscriptions,CC-110,Hays Recruiting,Software — Sales — Jan 2026,1697.77,Recurring,Q1 2026,FY2026
GL-004568,2025-06-23,6600,Equipment & Hardware,CC-117,HP Enterprise,Equipment — Marketing — Jun 2025,9714.21,Recurring,Q2 2025,FY2025
GL-002892,2025-02-13,6600,Equipment & Hardware,CC-142,UPS Logistics,Equipment — Product — Feb 2025,8323.08,Recurring,Q1 2025,FY2025
GL-003037,2026-02-26,6100,Salaries & Wages,CC-166,FedEx Shipping,Compensation — Executive — Feb 2026,17459.88,Recurring,Q1 2026,FY2026
GL-004551,2025-05-05,6600,Equipment & Hardware,CC-149,Hays Recruiting,Equipment — Operations — May 2025,5391.64,Recurring,Q2 2025,FY2025
GL-001941,2025-04-05,6500,Professional Services,CC-135,CBRE Group,Professional Services — Legal — Apr 2025,30294.72,Recurring,Q2 2025,FY2025
GL-000878,2025-03-31,6100,Salaries & Wages,CC-167,UPS Logistics,Compensation — Executive — Mar 2025,4920.0,Recurring,Q1 2025,FY2025
GL-002309,2025-08-11,6600,Equipment & Hardware,CC-149,KPMG Consulting,Equipment — Operations — Aug 2025,13699.91,Recurring,Q3 2025,FY2025
GL-005376,2025-04-15,6400,Facilities & Occupancy,CC-144,Fortinet Inc,Facilities — Product — Apr 2025,4480.55,Recurring,Q2 2025,FY2025
GL-001041,2025-07-22,6200,Travel & Entertainment,CC-153,McKinsey & Company,Travel — Operations — Jul 2025,3289.83,Recurring,Q3 2025,FY2025
GL-004813,2026-03-19,6700,Training & Development,CC-117,ADP Payroll,Training — Marketing — Mar 2026,2948.52,Recurring,Q1 2026,FY2026
GL-005387,2025-12-15,6100,Salaries & Wages,CC-101,Workday Inc,Compensation — Engineering — Dec 2025,15168.65,Recurring,Q4 2025,FY2025
GL-003195,2025-01-17,6700,Training & Development,CC-116,Salesforce Inc,Training — Marketing — Jan 2025,5629.72,Recurring,Q1 2025,FY2025
GL-004420,2025-04-11,6300,Software & Subscriptions,CC-121,Zscaler Inc,Software — Finance — Apr 2025,10164.97,Recurring,Q2 2025,FY2025
GL-003835,2026-03-26,6300,Software & Subscriptions,CC-140,HP Enterprise,Software — Legal — Mar 2026,10156.43,Recurring,Q1 2026,FY2026
GL-003619,2025-12-18,6300,Software & Subscriptions,CC-113,Splunk Inc,Software — Sales — Dec 2025,6733.89,Recurring,Q4 2025,FY2025
GL-004273,2025-08-21,6600,Equipment & Hardware,CC-148,ServiceNow Inc,Equipment — Product — Aug 2025,15530.64,Recurring,Q3 2025,FY2025
GL-001476,2025-07-20,6500,Professional Services,CC-101,WeWork Office,Professional Services — Engineering — Jul 2025,20203.91,Recurring,Q3 2025,FY2025
GL-003542,2025-11-17,6110,Employee Benefits,CC-125,Marriott Hotels,Benefits — Finance — Nov 2025,4147.26,Recurring,Q4 2025,FY2025
GL-001748,2025-10-13,6600,Equipment & Hardware,CC-102,CBRE Group,Equipment — Engineering — Oct 2025,5693.08,Recurring,Q4 2025,FY2025
GL-000385,2025-10-03,6700,Training & Development,CC-119,Accenture Consulting,Training — Marketing — Oct 2025,3045.52,Recurring,Q4 2025,FY2025
GL-000142,2025-03-17,6200,Travel & Entertainment,CC-138,Oracle Corp,Travel — Legal — Mar 2025,2851.63,Recurring,Q1 2025,FY2025
GL-001958,2025-12-02,6600,Equipment & Hardware,CC-153,Marriott Hotels,Equipment — Operations — Dec 2025,10516.16,Recurring,Q4 2025,FY2025
GL-003390,2025-07-29,6700,Training & Development,CC-158,ADP Payroll,Training — IT — Jul 2025,3582.1,Recurring,Q3 2025,FY2025
GL-005557,2026-02-08,6600,Equipment & Hardware,CC-119,Baker McKenzie LLP,Equipment — Marketing — Feb 2026,1436.97,Recurring,Q1 2026,FY2026
GL-004531,2026-02-04,6100,Salaries & Wages,CC-152,Accenture Consulting,Compensation — Operations — Feb 2026,9499.74,Recurring,Q1 2026,FY2026
GL-005338,2025-07-13,6700,Training & Development,CC-140,Perkins Coie LLP,Training — Legal — Jul 2025,1851.7,Recurring,Q3 2025,FY2025
GL-002494,2025-03-27,6100,Salaries & Wages,CC-154,Baker McKenzie LLP,Compensation — Operations — Mar 2025,17358.77,Recurring,Q1 2025,FY2025
GL-001521,2025-02-09,6200,Travel & Entertainment,CC-154,Iron Mountain,Travel — Operations — Feb 2025,4891.59,Recurring,Q1 2025,FY2025
GL-003527,2026-02-21,6100,Salaries & Wages,CC-146,ServiceNow Inc,Compensation — Product — Feb 2026,4134.8,Recurring,Q1 2026,FY2026
GL-001096,2026-04-01,6700,Training & Development,CC-119,Gartner Inc,Training — Marketing — Apr 2026,1583.73,Recurring,Q2 2026,FY2026
GL-004780,2025-12-05,6700,Training & Development,CC-140,WeWork Office,Training — Legal — Dec 2025,2438.31,Recurring,Q4 2025,FY2025
GL-005727,2025-10-27,6700,Training & Development,CC-149,ServiceNow Inc,Training — Operations — Oct 2025,3651.86,Recurring,Q4 2025,FY2025
GL-004269,2026-02-23,6700,Training & Development,CC-101,PwC Advisory,Training — Engineering — Feb 2026,3924.62,Recurring,Q1 2026,FY2026
GL-001256,2026-03-13,6500,Professional Services,CC-156,Forrester Research,Professional Services — IT — Mar 2026,37899.28,Recurring,Q1 2026,FY2026
GL-003474,2025-09-05,6300,Software & Subscriptions,CC-127,Latham & Watkins,Software — Finance — Sep 2025,10029.89,Recurring,Q3 2025,FY2025
GL-001162,2026-01-29,6600,Equipment & Hardware,CC-159,Accenture Consulting,Equipment — IT — Jan 2026,7655.64,Recurring,Q1 2026,FY2026
GL-001140,2026-05-13,6600,Equipment & Hardware,CC-108,Dell Technologies,Equipment — Sales — May 2026,4425.12,Recurring,Q2 2026,FY2026
GL-005523,2026-05-04,6500,Professional Services,CC-101,Accenture Consulting,Professional Services — Engineering — May 2026,26234.23,Recurring,Q2 2026,FY2026
GL-000437,2025-07-15,6500,Professional Services,CC-139,Robert Half,Professional Services — Legal — Jul 2025,14896.58,Recurring,Q3 2025,FY2025
GL-005311,2025-07-29,6600,Equipment & Hardware,CC-136,Willis Towers Watson,Equipment — Legal — Jul 2025,12494.18,Recurring,Q3 2025,FY2025
GL-005012,2025-02-13,6110,Employee Benefits,CC-161,Datadog Inc,Benefits — IT — Feb 2025,1120.44,Recurring,Q1 2025,FY2025
GL-000932,2025-02-25,6500,Professional Services,CC-143,HP Enterprise,Professional Services — Product — Feb 2025,42979.62,Recurring,Q1 2025,FY2025
GL-002759,2025-12-01,6100,Salaries & Wages,CC-100,KPMG Consulting,Compensation — Engineering — Dec 2025,18850.67,Recurring,Q4 2025,FY2025
GL-002284,2025-03-17,6110,Employee Benefits,CC-122,Zscaler Inc,Benefits — Finance — Mar 2025,4408.37,Recurring,Q1 2025,FY2025
GL-000457,2025-07-27,6200,Travel & Entertainment,CC-131,KPMG Consulting,Travel — HR — Jul 2025,2385.8,Recurring,Q3 2025,FY2025
GL-002713,2025-08-18,6110,Employee Benefits,CC-119,Deloitte Advisory,Benefits — Marketing — Aug 2025,3768.31,Recurring,Q3 2025,FY2025
GL-001540,2025-06-20,6200,Travel & Entertainment,CC-134,Datadog Inc,Travel — HR — Jun 2025,1403.9,Recurring,Q2 2025,FY2025
GL-005152,2026-02-26,6700,Training & Development,CC-156,Accenture Consulting,Training — IT — Feb 2026,1666.02,Recurring,Q1 2026,FY2026
GL-002717,2025-10-10,6600,Equipment & Hardware,CC-110,Cisco Systems,Equipment — Sales — Oct 2025,22891.6,Recurring,Q4 2025,FY2025
GL-004550,2026-02-25,6110,Employee Benefits,CC-125,Palo Alto Networks,Benefits — Finance — Feb 2026,3980.88,Recurring,Q1 2026,FY2026
GL-001755,2025-05-01,6400,Facilities & Occupancy,CC-160,SAP SE,Facilities — IT — May 2025,2140.65,Recurring,Q2 2025,FY2025
GL-004959,2026-03-30,6600,Equipment & Hardware,CC-116,CrowdStrike Holdings,Equipment — Marketing — Mar 2026,8690.5,Recurring,Q1 2026,FY2026
GL-004351,2026-01-27,6400,Facilities & Occupancy,CC-132,Mercer Consulting,Facilities — HR — Jan 2026,5971.24,Recurring,Q1 2026,FY2026
GL-003881,2025-02-10,6300,Software & Subscriptions,CC-163,Mercer Consulting,Software — Executive — Feb 2025,8387.98,Recurring,Q1 2025,FY2025
GL-002452,2025-09-23,6200,Travel & Entertainment,CC-107,Microsoft Azure,Travel — Sales — Sep 2025,3471.5,Recurring,Q3 2025,FY2025
GL-002226,2025-03-27,6110,Employee Benefits,CC-137,Dell Technologies,Benefits — Legal — Mar 2025,4084.53,Recurring,Q1 2025,FY2025
GL-003079,2025-04-24,6110,Employee Benefits,CC-136,WeWork Office,Benefits — Legal — Apr 2025,4903.39,Recurring,Q2 2025,FY2025
GL-004476,2025-09-15,6100,Salaries & Wages,CC-130,SAP SE,Compensation — HR — Sep 2025,9435.78,Recurring,Q3 2025,FY2025
GL-000431,2025-04-03,6600,Equipment & Hardware,CC-123,JLL Real Estate,Equipment — Finance — Apr 2025,5412.3,Recurring,Q2 2025,FY2025
GL-002941,2025-12-18,6600,Equipment & Hardware,CC-126,Baker McKenzie LLP,Equipment — Finance — Dec 2025,19555.22,Recurring,Q4 2025,FY2025
GL-003812,2026-04-01,6600,Equipment & Hardware,CC-101,PwC Advisory,Equipment — Engineering — Apr 2026,7385.86,Recurring,Q2 2026,FY2026
GL-002662,2025-10-17,6700,Training & Development,CC-100,PwC Advisory,Training — Engineering — Oct 2025,2776.08,Recurring,Q4 2025,FY2025
GL-000917,2025-04-10,6700,Training & Development,CC-103,Deloitte Advisory,Training — Engineering — Apr 2025,2979.88,Recurring,Q2 2025,FY2025
GL-000427,2025-12-23,6600,Equipment & Hardware,CC-148,McKinsey & Company,Equipment — Product — Dec 2025,250.0,Recurring,Q4 2025,FY2025
